CMDLINE python3 sherlock_executable.py '--datadir=/Users/GraceWoods/Desktop/Neural Analysis/neural_analysis_python/051620_ad/' --maxfiles=2
MEM 0.113281 1685740847.6252
MEM 21.039062 1685740847.7275
MEM 38.785156 1685740847.8287
MEM 46.960938 1685740847.9325
MEM 54.304688 1685740848.0363
MEM 68.441406 1685740848.1405
MEM 80.457031 1685740848.2448
MEM 90.429688 1685740848.3459
MEM 98.191406 1685740848.4495
MEM 118.929688 1685740848.5535
MEM 173.140625 1685740848.6577
MEM 238.242188 1685740848.7628
MEM 294.957031 1685740848.8654
MEM 350.175781 1685740848.9703
MEM 409.472656 1685740849.0718
MEM 568.472656 1685740849.1743
MEM 768.390625 1685740849.2796
MEM 872.855469 1685740849.3830
MEM 868.808594 1685740849.4862
MEM 868.808594 1685740849.5869
MEM 868.808594 1685740849.6913
MEM 868.808594 1685740849.7924
MEM 868.808594 1685740849.8954
MEM 868.808594 1685740849.9957
MEM 868.808594 1685740850.0974
MEM 868.808594 1685740850.1979
MEM 868.808594 1685740850.3028
MEM 868.808594 1685740850.4035
MEM 868.808594 1685740850.5038
MEM 868.808594 1685740850.6073
MEM 868.808594 1685740850.7124
MEM 868.808594 1685740850.8172
MEM 868.808594 1685740850.9215
MEM 868.808594 1685740851.0258
MEM 868.808594 1685740851.1263
MEM 868.808594 1685740851.2298
MEM 868.808594 1685740851.3334
MEM 868.808594 1685740851.4341
MEM 868.808594 1685740851.5347
MEM 868.808594 1685740851.6386
MEM 868.808594 1685740851.7411
MEM 868.808594 1685740851.8417
MEM 868.808594 1685740851.9427
MEM 868.808594 1685740852.0474
MEM 868.808594 1685740852.1478
MEM 868.808594 1685740852.2480
MEM 868.808594 1685740852.3489
MEM 868.808594 1685740852.4494
MEM 868.808594 1685740852.5500
MEM 868.808594 1685740852.6541
MEM 868.808594 1685740852.7548
MEM 868.808594 1685740852.8559
MEM 868.808594 1685740852.9607
MEM 868.808594 1685740853.0612
MEM 868.808594 1685740853.1615
MEM 868.808594 1685740853.2617
MEM 868.808594 1685740853.3620
MEM 868.808594 1685740853.4630
MEM 868.808594 1685740853.5676
MEM 868.808594 1685740853.6711
MEM 868.808594 1685740853.7743
MEM 868.808594 1685740853.8746
MEM 868.808594 1685740853.9798
MEM 868.808594 1685740854.0849
MEM 868.808594 1685740854.1870
MEM 868.808594 1685740854.2874
MEM 868.808594 1685740854.3878
MEM 868.808594 1685740854.4886
MEM 868.808594 1685740854.5914
MEM 868.808594 1685740854.6966
MEM 868.808594 1685740854.8006
MEM 868.808594 1685740854.9038
MEM 868.808594 1685740855.0055
MEM 868.808594 1685740855.1097
MEM 868.808594 1685740855.2102
MEM 868.808594 1685740855.3118
MEM 868.808594 1685740855.4125
MEM 868.808594 1685740855.5139
MEM 868.808594 1685740855.6143
MEM 868.808594 1685740855.7194
MEM 868.808594 1685740855.8199
MEM 868.808594 1685740855.9207
MEM 868.808594 1685740856.0228
MEM 868.808594 1685740856.1231
MEM 868.808594 1685740856.2274
MEM 868.808594 1685740856.3324
MEM 868.808594 1685740856.4326
MEM 868.808594 1685740856.5331
MEM 868.808594 1685740856.6364
MEM 868.808594 1685740856.7367
MEM 868.808594 1685740856.8378
MEM 868.808594 1685740856.9381
MEM 868.808594 1685740857.0391
MEM 868.808594 1685740857.1393
MEM 868.808594 1685740857.2409
MEM 868.808594 1685740857.3432
MEM 868.808594 1685740857.4436
MEM 868.808594 1685740857.5448
MEM 868.808594 1685740857.6450
MEM 868.808594 1685740857.7501
MEM 868.808594 1685740857.8538
MEM 868.808594 1685740857.9579
MEM 868.808594 1685740858.0584
MEM 868.808594 1685740858.1631
MEM 868.808594 1685740858.2667
MEM 868.808594 1685740858.3710
MEM 868.808594 1685740858.4712
MEM 868.808594 1685740858.5731
