CMDLINE python3 sherlock_executable.py '--datadir=/Users/GraceWoods/Desktop/Neural Analysis/neural_analysis_python/051620_ad/' --maxfiles=1
MEM 0.109375 1685739951.2403
MEM 19.136719 1685739951.3405
MEM 37.835938 1685739951.4433
MEM 46.246094 1685739951.5481
MEM 53.718750 1685739951.6530
MEM 66.601562 1685739951.7545
MEM 80.363281 1685739951.8555
MEM 90.433594 1685739951.9608
MEM 98.527344 1685739952.0623
MEM 117.281250 1685739952.1643
MEM 177.000000 1685739952.2687
MEM 242.101562 1685739952.3730
MEM 305.132812 1685739952.4739
MEM 360.578125 1685739952.5785
MEM 453.160156 1685739952.6808
MEM 629.757812 1685739952.7841
MEM 839.675781 1685739952.8853
MEM 867.453125 1685739952.9876
MEM 867.453125 1685739953.0904
MEM 867.453125 1685739953.1920
MEM 867.453125 1685739953.2950
MEM 867.453125 1685739953.3986
MEM 867.453125 1685739953.5028
MEM 867.453125 1685739953.6044
MEM 867.453125 1685739953.7099
MEM 867.453125 1685739953.8146
MEM 867.453125 1685739953.9196
MEM 867.453125 1685739954.0237
MEM 867.453125 1685739954.1243
MEM 867.453125 1685739954.2251
MEM 867.453125 1685739954.3266
MEM 867.453125 1685739954.4295
MEM 867.453125 1685739954.5345
MEM 867.453125 1685739954.6363
MEM 867.453125 1685739954.7415
MEM 867.453125 1685739954.8442
MEM 867.453125 1685739954.9453
MEM 867.453125 1685739955.0460
MEM 867.453125 1685739955.1487
MEM 867.453125 1685739955.2510
MEM 867.453125 1685739955.3524
MEM 867.453125 1685739955.4559
MEM 867.453125 1685739955.5577
MEM 867.453125 1685739955.6629
MEM 867.453125 1685739955.7642
MEM 867.453125 1685739955.8691
MEM 867.453125 1685739955.9695
MEM 867.453125 1685739956.0734
MEM 867.453125 1685739956.1765
MEM 867.453125 1685739956.2784
MEM 867.453125 1685739956.3805
MEM 867.453125 1685739956.4824
MEM 867.453125 1685739956.5845
MEM 867.453125 1685739956.6852
MEM 867.453125 1685739956.7894
MEM 867.453125 1685739956.8930
MEM 867.453125 1685739956.9939
MEM 867.453125 1685739957.0945
MEM 867.453125 1685739957.1983
MEM 867.453125 1685739957.2986
MEM 867.453125 1685739957.3988
MEM 867.453125 1685739957.5019
MEM 867.453125 1685739957.6048
MEM 867.453125 1685739957.7099
MEM 867.453125 1685739957.8121
MEM 867.453125 1685739957.9122
MEM 867.453125 1685739958.0137
MEM 867.453125 1685739958.1185
MEM 867.453125 1685739958.2206
MEM 867.453125 1685739958.3241
MEM 867.453125 1685739958.4281
MEM 867.453125 1685739958.5304
MEM 867.453125 1685739958.6307
MEM 867.453125 1685739958.7326
MEM 867.453125 1685739958.8329
MEM 867.453125 1685739958.9337
MEM 867.453125 1685739959.0359
MEM 867.453125 1685739959.1364
MEM 867.453125 1685739959.2415
MEM 867.453125 1685739959.3433
MEM 867.453125 1685739959.4435
MEM 867.453125 1685739959.5468
MEM 867.453125 1685739959.6494
MEM 867.453125 1685739959.7525
MEM 867.453125 1685739959.8576
MEM 867.453125 1685739959.9585
MEM 867.453125 1685739960.0604
MEM 867.453125 1685739960.1655
MEM 867.453125 1685739960.2707
MEM 867.453125 1685739960.3739
MEM 867.453125 1685739960.4747
MEM 867.453125 1685739960.5791
MEM 867.453125 1685739960.6811
MEM 867.453125 1685739960.7836
MEM 867.453125 1685739960.8882
MEM 867.453125 1685739960.9933
MEM 867.453125 1685739961.0936
MEM 867.453125 1685739961.1939
MEM 867.453125 1685739961.2964
MEM 867.453125 1685739961.3981
MEM 867.453125 1685739961.5034
MEM 867.453125 1685739961.6046
MEM 867.453125 1685739961.7057
MEM 867.453125 1685739961.8108
MEM 867.453125 1685739961.9159
MEM 867.453125 1685739962.0197
MEM 867.453125 1685739962.1247
MEM 867.453125 1685739962.2258
MEM 867.453125 1685739962.3261
MEM 867.453125 1685739962.4264
MEM 867.453125 1685739962.5268
MEM 867.453125 1685739962.6277
MEM 867.453125 1685739962.7297
MEM 867.453125 1685739962.8317
MEM 867.453125 1685739962.9340
MEM 867.453125 1685739963.0372
MEM 867.453125 1685739963.1410
MEM 867.453125 1685739963.2418
MEM 867.453125 1685739963.3431
MEM 867.453125 1685739963.4436
MEM 867.453125 1685739963.5440
MEM 867.453125 1685739963.6459
MEM 867.453125 1685739963.7490
MEM 867.453125 1685739963.8515
MEM 867.453125 1685739963.9567
MEM 867.453125 1685739964.0603
MEM 867.453125 1685739964.1646
MEM 867.453125 1685739964.2655
MEM 867.453125 1685739964.3677
MEM 867.453125 1685739964.4694
MEM 867.453125 1685739964.5697
MEM 867.453125 1685739964.6707
MEM 867.453125 1685739964.7740
MEM 867.453125 1685739964.8745
MEM 867.453125 1685739964.9747
MEM 867.453125 1685739965.0752
MEM 867.453125 1685739965.1786
MEM 867.453125 1685739965.2822
MEM 867.453125 1685739965.3843
MEM 867.453125 1685739965.4894
MEM 867.453125 1685739965.5945
MEM 867.453125 1685739965.6948
MEM 867.453125 1685739965.7985
MEM 867.453125 1685739965.9027
MEM 867.453125 1685739966.0048
MEM 867.453125 1685739966.1067
MEM 867.453125 1685739966.2109
MEM 867.453125 1685739966.3134
MEM 867.453125 1685739966.4147
MEM 867.453125 1685739966.5154
MEM 867.453125 1685739966.6188
MEM 867.453125 1685739966.7231
MEM 867.453125 1685739966.8261
MEM 867.453125 1685739966.9270
MEM 867.453125 1685739967.0296
MEM 867.453125 1685739967.1339
MEM 867.453125 1685739967.2375
MEM 867.453125 1685739967.3377
MEM 867.453125 1685739967.4403
MEM 867.453125 1685739967.5440
MEM 867.453125 1685739967.6487
